item_id	name	birthdate	birthplace	jobtitle	roles	gender
nm0400240	Mark Huffam	1973-08-02	NA	Producer/Production Manager/Second Unit Director or Assistant Director	 Producer:39 Production manager:5 Location management:3 Thanks:3 Self:6	NA
nm0661289	Mary Parent	1973-08-02	NA	Producer/Production Manager/Executive	 Producer:25 Self:4	F
nm2166024	Keith Redmon	1973-08-02	NA	Producer/Manager	 Producer:13 Thanks:3	NA
nm0186505	Bryan Cranston	1956-03-07	Hollywood, California, USA	Actor/Producer/Writer	 Actor:155 Producer:10 Writer:4 Director:8 Soundtrack:4 Thanks:5 Self:194 Archive footage:18	M
nm0488953	Brie Larson	1989-10-01	Sacramento, California, USA	Actress/Soundtrack/Miscellaneous Crew	 Actress:59 Soundtrack:7 Miscellaneous Crew:5 Director:3 Writer:2 Thanks:5 Self:71 Archive footage:6	F
nm0001648	Charlotte Rampling	1946-02-05	Sturmer, Essex, England, UK	Actress/Soundtrack/Camera and Electrical Department	 Actress:129 Soundtrack:4 Thanks:3 Self:109 Archive footage:9	F
nm0753314	Mark Rylance	1960-01-18	Ashford, Kent, England, UK	Actor/Art Department	 Actor:31 Self:42 Archive footage:2	M
nm0362766	Tom Hardy	1977-09-15	Hammersmith, London, England, UK	Actor/Producer/Writer	 Actor:56 Producer:8 Writer:2 Self:59 Archive footage:10	M
nm2539953	Alicia Vikander	1988-10-03	Gothenburg, Västra Götalands län, Sweden	Actress/Producer/Executive	 Actress:40 Self:65 Archive footage:5	F
nm0000492	Jennifer Jason Leigh	1962-02-05	Hollywood, Los Angeles, California, USA	Actress/Producer/Soundtrack	 Actress:98 Producer:5 Soundtrack:5 Writer:3 Thanks:7 Self:68 Archive footage:9	F
nm1046097	Rachel McAdams	1978-11-17	London, Ontario, Canada	Actress/Soundtrack	 Actress:36 Thanks:3 Self:72 Archive footage:14	F
nm0570912	Adam McKay	1968-04-17	Philadelphia, Pennsylvania, USA	Producer/Writer/Director	 Producer:73 Writer:38 Director:22 Actor:16 Soundtrack:7 Miscellaneous Crew:6 Thanks:9 Self:44	M
nm1049433	Lenny Abrahamson	1966-11-30	Dublin, Ireland	Director/Producer/Writer	 Director:10 Producer:2 Writer:2 Thanks:4 Self:8	M
nm1802857	Josh Singer	1966-11-30	NA	Producer/Writer/Miscellaneous Crew	 Producer:6 Writer:11 Self:5	NA
nm4131020	Matt Charman	1966-11-30	NA	Writer/Producer	 Writer:6 Producer:4 Self:4	NA
nm0307497	Alex Garland	1970-05-26	London, England, UK	Writer/Producer/Director	 Writer:13 Producer:5 Director:3 Thanks:2 Self:10	M
nm0498834	Meg LeFauve	1970-05-26	NA	Writer/Producer/Miscellaneous Crew	 Writer:7 Producer:3 Thanks:4 Self:4	NA
nm2155757	Josh Cooley	1970-05-26	NA	Actor/Art Department/Writer	 Actor:8 Art department:6 Writer:4 Director:3 Animation department:3 Self:5	M
nm0215455	Ronnie Del Carmen	1959-12-31	Philippines	Art Department/Animation Department/Miscellaneous Crew	 Art department:13 Animation department:11 Miscellaneous Crew:2 Director:3 Writer:3 Self:4	M
nm0075696	Andrea Berloff	1959-12-31	NA	Writer/Actress/Producer	 Writer:7 Actress:2 Producer:2 Thanks:2 Self:2	F
nm6707680	Jonathan Herman	1959-12-31	NA	Writer/Actor	 Writer:2	M
nm0767655	S. Leigh Savidge	1959-12-31	NA	Producer/Writer/Director	 Producer:18 Writer:2 Director:3 Editorial department:2 Self:2	NA
nm0921023	Alan Wenkus	1959-12-31	NA	Writer/Producer/Director	 Writer:11 Producer:8 Director:5	NA
nm1017488	Charles Randolph	1959-12-31	NA	Writer/Producer	 Writer:9 Producer:6 Self:2	M
nm0619507	Phyllis Nagy	1959-12-31	NA	Writer/Director	 Writer:2 Self:3	NA
nm1480980	Emma Donoghue	1959-12-31	NA	Writer/Producer/Director	 Writer:2 Producer:2 Self:7	NA
nm1206844	Drew Goddard	1975-02-26	Los Alamos, New Mexico, USA	Producer/Writer/Miscellaneous Crew	 Producer:10 Writer:17 Miscellaneous Crew:2 Director:5 Actor:2 Thanks:4 Self:8	M
nm0803459	Margaret Sixel	1975-02-26	NA	Editorial Department/Editor/Miscellaneous Crew	 Editorial department:7 Editor:7 Miscellaneous Crew:2 Thanks:2	F
nm0002500	Tom McArdle	1975-02-26	NA	Editor/Editorial Department/Actor	 Editor:37 Editorial department:2 Thanks:4 Self:2	M
nm0104783	Maryann Brandon	1975-02-26	NA	Editor/Producer/Editorial Department	 Editor:29 Editorial department:5 Director:2 Miscellaneous Crew:2 Thanks:2 Self:4	NA
nm0548407	Mary Jo Markey	1975-02-26	NA	Editor/Editorial Department/Actress	 Editor:28 Editorial department:7 Thanks:3 Self:2	F
nm0181650	Hank Corwin	1975-02-26	NA	Editor/Editorial Department/Actor	 Editor:18 Editorial department:6 Thanks:9 Self:5	M
nm0316904	Colin Gibson	1975-02-26	NA	Production Designer/Art Director/Art Department	 Production designer:9 Art director:11 Art department:11 Actor:2 Second Unit Director or Assistant Director:2 Self:6	M
nm0860424	Lisa Thompson	1975-02-26	NA	Set Decorator/Art Department/Art Director	 Set decorator:32 Art department:12 Art director:5 Production designer:3 Miscellaneous Crew:2	NA
nm0213076	Rena DeAngelo	1975-02-26	NA	Art Department/Set Decorator/Actress	 Art department:14 Set decorator:21	F
nm0377520	Bernhard Henrich	1975-02-26	Blieskastel, Germany	Set Decorator/Art Department/Production Designer	 Set decorator:38 Art department:27 Self:2	M
nm0822086	Michael Standish	1975-02-26	NA	Art Department/Set Decorator/Camera and Electrical Department	 Art department:19 Set decorator:5	NA
nm0700827	Hamish Purdy	1975-02-26	NA	Art Department/Set Decorator	 Art department:27 Set decorator:10 Self:4	NA
nm0886488	Lesley Vanderwalt	1975-02-26	NA	Make-Up Department/Actress/Costume and Wardrobe Department	 Makeup Department:63 Self:3	F
nm0911975	Elka Wardega	1975-02-26	NA	Make-Up Department/Special Effects/Visual Effects	 Makeup Department:24 Special effects:2	NA
nm1914735	Damian Martin	1975-02-26	NA	Make-Up Department/Special Effects/Miscellaneous Crew	 Makeup Department:14 Special effects:4	NA
nm1037627	Love Larson	1978-06-11	Umeå, Västerbottens län, Sweden	Make-Up Department/Special Effects/Art Department	 Makeup Department:68 Special effects:14 Art department:2	M
nm0901913	Eva Von Bahr	1968-12-17	Malmö, Sweden	Make-Up Department/Actress/Special Effects	 Makeup Department:70 Self:3	F
nm0341812	Sian Grigg	1968-12-17	NA	Make-Up/ /Department	 Makeup Department:51 Thanks:3 Self:3	NA
nm0418749	Duncan Jarman	1968-12-17	NA	Make-Up Department/Special Effects/Actor	 Makeup Department:62 Special effects:11 Self:3	M
nm0006453	Robert A. Pandini	1961-06-03	Edmonton, Alberta, Canada	Make-Up Department/Miscellaneous Crew/Actor	 Makeup Department:74 Miscellaneous Crew:2	M
nm3094994	Sam Smith	1992-05-19	Bishop's Stortford, England, UK	Soundtrack/Actor/Composer	 Soundtrack:53 Actor:20 Composer:11 Self:70 Archive footage:7	M
nm4438244	James Napier	1992-05-19	NA	Soundtrack/Composer/Music Department	 Soundtrack:52 Composer:14 Self:3	NA
nm5809538	The Weeknd	1992-05-19	NA	Soundtrack/Actor/Composer	 Soundtrack:42 Actor:29 Composer:19 Director:3 Writer:2 Self:42 Archive footage:6	M
nm6803523	Belly	1992-05-19	NA	Soundtrack/Actor	 Soundtrack:19 Actor:3 Self:4	M
nm7850935	DaHeala	1992-05-19	NA	Soundtrack/Composer	 Soundtrack:14	NA
nm0595066	Stephan Moccio	1992-05-19	NA	Soundtrack/Sound Department/Composer	 Soundtrack:49 Composer:4 Music department:3 Self:7	NA
nm1359744	Anohni	1992-05-19	Chichester, West Sussex, England, UK	Soundtrack/Composer/Actress	 Soundtrack:33 Composer:5 Actress:5 Music department:2 Thanks:2 Self:20 Archive footage:3	F
nm3078932	Lady Gaga	1986-03-28	Manhattan, New York City, New York, USA	Soundtrack/Actress/Composer	 Soundtrack:222 Actress:39 Composer:23 Producer:12 Music department:6 Director:5 Writer:5 Thanks:5 Self:223 Archive footage:67	F
nm1012893	David Lang	1986-03-28	NA	Composer/Soundtrack/Music Department	 Composer:10 Soundtrack:3 Music department:3 Self:3	NA
nm0001980	Carter Burwell	1954-11-18	New York City, New York, USA	Music Department/Composer/Soundtrack	 Music department:60 Composer:102 Soundtrack:22 Actor:3 Thanks:2 Self:9	M
nm0652096	Ben Osmo	1954-11-18	NA	Sound/ /Department	 Sound department:51 Self:2	NA
nm0002314	Mac Ruth	1967-05-07	Ellensburg, Washington, USA	Sound Department/Miscellaneous Crew/Second Unit Director or Assistant Director	 Sound department:75 Miscellaneous Crew:2 Second Unit Director or Assistant Director:2	M
nm0240292	Chris Duesterdiek	1967-05-07	NA	Sound Department/Miscellaneous Crew/Art Department	 Sound department:61 Miscellaneous Crew:2 Self:2	NA
nm0924674	David White	1967-05-07	NA	Sound Department/Soundtrack/Miscellaneous Crew	 Sound department:42	NA
nm0004198	David Acord	1967-05-07	NA	Sound Department/Actor/Miscellaneous Crew	 Sound department:86 Actor:19 Miscellaneous Crew:13 Thanks:3 Self:4	M
nm1443095	Andrew Whitehurst	1967-05-07	NA	Visual Effects/Writer/Camera and Electrical Department	 Visual effects:19 Self:2	NA
nm0635878	Paul Norris	1967-05-07	NA	Visual effects	 Visual effects:40	NA
nm3251988	Mark Williams Ardington	1967-05-07	NA	Animation Department/Visual Effects	 Animation department:8 Visual effects:15	NA
nm1025904	Sara Bennett	1967-05-07	NA	Visual effects	 Visual effects:45 Self:2	F
nm1886497	Andrew Jackson	1967-05-07	NA	Visual effects	 Visual effects:9 Self:5	NA
nm0940054	Tom Wood	1967-05-07	NA	Visual effects	 Visual effects:31 Self:2	NA
nm0646807	Dan Oliver	1967-05-07	NA	Special Effects/Stunts	 Special effects:48 Self:4	NA
nm0930024	Andy Williams	1967-05-07	NA	Special Effects/Make-Up Department	 Special effects:62 Self:4	NA
nm1619365	Anders Langlands	1967-05-07	NA	Visual effects	 Visual effects:17	NA
nm0912599	Steven Warner	1967-05-07	NA	Special effects	 Special effects:45 Self:5	NA
nm1407302	Richard McBride	1967-05-07	NA	Visual Effects/Animation Department/Art Department	 Visual effects:25	NA
nm1331297	Matt Shumway	1967-05-07	NA	Visual Effects/Animation Department/Director	 Visual effects:18 Animation department:3 Director:2 Writer:2 Self:3	M
nm1643981	Jason Smith	1967-05-07	NA	Visual effects	 Visual effects:21 Self:2	NA
nm6594925	Gabriel Osorio Vargas	1967-05-07	NA	Director/Animation Department/Cinematographer	 Director:3 Cinematographer:2 Self:5	NA
nm6594926	Pato Escala Pierart	1967-05-07	NA	Producer/Editor	 Producer:4 Self:2	NA
nm1803609	Imogen Sutton	1967-05-07	NA	Producer/Director/Miscellaneous Crew	 Producer:8 Director:4 Miscellaneous Crew:2	NA
nm0665396	Sanjay Patel	1967-05-07	NA	Animation Department/Director/Writer	 Animation department:11 Self:2	NA
nm0342430	Nicole Paradis Grindle	1967-05-07	NA	Producer/Miscellaneous Crew/Visual Effects	 Producer:10 Miscellaneous Crew:3 Visual effects:2 Production manager:2 Thanks:7 Self:2	NA
nm6526715	Benjamin Cleary	1967-05-07	NA	Writer/Director/Editor	 Writer:4 Director:2 Self:2	NA
nm4928252	Serena Armitage	1967-05-07	NA	Producer/Director/Actress	 Producer:8 Director:3	F
nm1869150	Basil Khalil	1981-08-31	Nazareth, Israel	Miscellaneous Crew/Director/Producer	 Miscellaneous Crew:3 Director:7 Producer:7 Cinematographer:6 Production manager:2 Writer:3 Editor:3 Thanks:2 Self:5	NA
nm1415447	Eric Dupont	1981-08-31	NA	Producer/Miscellaneous Crew	 Producer:2	NA
nm6846478	Henry Hughes	1981-08-31	NA	Writer/Director	 Writer:2 Director:2	M
nm2573530	Patrick Vollrath	1985-02-16	Eisdorf am Harz, Lower Saxony, Germany	Writer/Director/Editor	 Writer:9 Director:9 Editor:7 Editorial department:6 Producer:4	M
nm4385546	Jamie Donoughue	1985-02-16	NA	Director/Writer/Producer	 Director:6 Producer:2 Self:2	NA
nm4093026	David Darg	1985-02-16	NA	Director/Producer/Editor	 Director:10 Producer:6 Editor:6 Cinematographer:5 Writer:3 Self:2	NA
nm1666274	Bryn Mooser	1985-02-16	NA	Producer/Director/Miscellaneous Crew	 Producer:42 Director:5 Editor:3 Self:3	NA
nm3229589	Courtney Marsh	1985-02-16	NA	Director/Writer/Camera and Electrical Department	 Director:8 Writer:6 Camera and Electrical Department:6 Editor:6 Cinematographer:4 Producer:4 Sound department:3 Second Unit Director or Assistant Director:3 Actress:2 Miscellaneous Crew:2	F
nm3192902	Jerry Franck	1986-04-16	Luxembourg, Luxembourg	Camera and Electrical Department/Producer/Director	 Camera and Electrical Department:104 Producer:6	M
nm6887155	Adam Benzine	1986-04-16	NA	Producer/Director/Writer	 Producer:2 Self:3	NA
nm6889620	Dee Hibbert-Jones	1986-04-16	NA	Director/Animation Department/Art Director		NA
nm6889621	Nomi Talisman	1986-04-16	NA	Director/Cinematographer/Animation Department		NA
nm0438090	Asif Kapadia	1986-04-16	Hackney, London, England, UK	Director/Producer/Writer	 Director:18 Producer:7 Writer:9 Actor:4 Thanks:2 Self:12	M
nm0310813	James Gay-Rees	1986-04-16	NA	Producer/Writer	 Producer:18 Self:3	NA
nm1292648	Matthew Heineman	1986-04-16	NA	Producer/Director/Cinematographer	 Producer:10 Director:8 Cinematographer:5 Editor:5 Writer:2 Camera and Electrical Department:2 Self:12	NA
nm0947400	Tom Yellin	1986-04-16	NA	Producer/Director/Executive	 Producer:39 Thanks:4 Self:2	NA
nm0387646	Amy Hobby	1986-04-16	NA	Producer/Camera and Electrical Department/Miscellaneous Crew	 Producer:37 Camera and Electrical Department:7 Miscellaneous Crew:4 Director:2 Thanks:7	NA
nm1461710	Justin Wilkes	1986-04-16	NA	Producer/Writer/Miscellaneous Crew	 Producer:124 Writer:2	NA
nm1017958	Evgeny Afineevsky	1972-10-21	Kazan, Tatar ASSR, RSFSR, USSR [now Tatarstan, Russia]	Producer/Director/Writer	 Producer:20 Director:13 Writer:4 Cinematographer:3 Actor:2 Self:6	M
nm6568618	Den Tolmor	1972-10-21	NA	Producer/Writer	 Producer:6 Writer:2	NA
nm2122478	Duke Johnson	1979-03-20	St. Louis, Missouri, USA	Director/Producer/Writer	 Director:6 Producer:4 Self:5	M
nm1533266	Rosa Tran	1979-03-20	NA	Miscellaneous Crew/Production Manager/Producer	 Miscellaneous Crew:8 Production manager:4 Producer:10 Self:2	NA
nm0994245	Alê Abreu	1979-03-20	NA	Director/Writer/Animation Department	 Director:4 Writer:4 Animation department:4 Art director:2 Editor:2 Self:4	NA
nm0123666	Mark Burton	1979-03-20	NA	Writer/Miscellaneous Crew/Producer	 Writer:37 Miscellaneous Crew:6 Producer:3 Director:2 Thanks:4 Self:3	NA
nm0326450	Richard Starzak	1979-03-20	Suffolk, England, UK	Writer/Director/Miscellaneous Crew	 Writer:6 Director:9 Miscellaneous Crew:4 Animation department:5 Thanks:6 Self:4	M
nm0948488	Hiromasa Yonebayashi	1979-03-20	NA	Animation Department/Director/Writer	 Animation department:13 Director:4 Writer:3 Self:2	NA
nm1532846	Adele Romanski	1979-03-20	NA	Producer/Editor/Camera and Electrical Department	 Producer:17 Editor:5 Camera and Electrical Department:2 Miscellaneous Crew:2 Thanks:2 Self:3	NA
nm0506613	Shawn Levy	1968-07-23	Montreal, Quebec, Canada	Producer/Director/Actor	 Producer:47 Director:40 Actor:29 Self:40	M
nm1362282	Dan Levine	1968-07-23	NA	Producer/Executive	 Producer:11	NA
nm0753083	Aaron Ryder	1968-07-23	NA	Producer/Miscellaneous Crew/Director	 Producer:31 Miscellaneous Crew:3 Thanks:4 Self:8	NA
nm0511482	David Linde	1960-02-08	NA	Producer/Miscellaneous Crew/Executive	 Producer:23 Thanks:7 Self:3	M
nm0085542	Todd Black	1960-02-09	Dallas, Texas, USA	Producer/Actor/Executive	 Producer:41 Self:26	M
nm0575312	Bill Mechanic	1960-02-09	NA	Producer/Miscellaneous Crew/Executive	 Producer:7 Miscellaneous Crew:3 Self:11	M
nm0674303	David Permut	1960-02-09	NA	Producer/Camera and Electrical Department/Miscellaneous Crew	 Producer:39 Self:3	NA
nm0352402	Carla Hacken	1961-03-14	USA	Miscellaneous Crew/Producer	 Miscellaneous Crew:18 Producer:6	NA
nm0798930	Julie Yorn	1961-03-14	NA	Producer/Miscellaneous Crew	 Producer:31 Thanks:7 Self:2	F
nm1858656	Peter Chernin	1951-05-29	Harrison, New York, USA	Producer/Miscellaneous Crew/Actor	 Producer:46 Miscellaneous Crew:2 Self:5 Archive footage:2	M
nm0577647	Theodore Melfi	1970-10-27	Brooklyn, New York, USA	Producer/Director/Writer	 Producer:20 Director:8 Writer:10 Self:4	M
nm0867768	Jenno Topping	1970-10-27	Sagaponack, New York, USA	Producer/Actress/Location Management	 Producer:30 Thanks:4 Self:4	F
nm1757754	Fred Berger	1981-05-10	New York City, New York, USA	Producer/Miscellaneous Crew/Production Manager	 Producer:28 Miscellaneous Crew:3 Self:4	M
nm3527897	Jordan Horowitz	1980-04-10	New York City, New York, USA	Producer/Actor/Writer	 Producer:16 Actor:2 Writer:2 Self:5 Archive footage:4	M
nm2652108	Angie Fielder	1980-04-10	NA	Producer/Miscellaneous Crew/Writer	 Producer:14 Miscellaneous Crew:2 Thanks:3 Self:4	NA
nm4568172	Lauren Beck	1980-04-10	NA	Producer/Production Manager	 Producer:11	NA
nm6844518	Kimberly Steward	1980-04-10	NA	Producer/Executive	 Producer:5	NA
nm0601031	Chris Moore	1980-04-10	NA	Producer/Writer/Director	 Producer:34 Director:2 Self:10	M
nm1016966	Kevin J. Walsh	1975-11-14	San Diego, California, USA	Producer/Miscellaneous Crew/Actor	 Producer:12 Miscellaneous Crew:10 Actor:3 Second Unit Director or Assistant Director:2	M
nm1940449	Andrew Garfield	1983-08-20	Los Angeles, California, USA	Actor/Producer/Soundtrack	 Actor:29 Self:90 Archive footage:8	M
nm0001376	Isabelle Huppert	1953-03-16	Paris, France	Actress/Soundtrack/Music Department	 Actress:138 Soundtrack:6 Thanks:3 Self:98 Archive footage:15	F
nm1550948	Ruth Negga	1982-01-07	Addis Ababa, Ethiopia	Actress/Producer/Soundtrack	 Actress:40 Self:31 Archive footage:3	F
nm0991810	Mahershala Ali	1974-02-16	Oakland, California, USA	Actor/Producer	 Actor:43 Thanks:3 Self:41 Archive footage:9	M
nm2353862	Dev Patel	1990-04-23	Harrow, London, England, UK	Actor/Producer/Director	 Actor:21 Producer:3 Thanks:2 Self:71 Archive footage:7	M
nm2348627	Lucas Hedges	1996-12-12	New York City, New York, USA	Actor/Soundtrack	 Actor:19 Self:19 Archive footage:2	M
nm0365140	Naomie Harris	1976-09-06	London, England, UK	Actress	 Actress:45 Self:61 Archive footage:10	F
nm1503575	Barry Jenkins	1979-11-19	Miami, Florida, USA	Director/Writer/Producer	 Director:11 Writer:12 Producer:6 Actor:3 Camera and Electrical Department:2 Thanks:7 Self:27	M
nm0898288	Denis Villeneuve	1967-10-03	Trois-Rivières, Québec, Canada	Director/Writer/Editor	 Director:17 Writer:9 Editor:2 Thanks:7 Self:42	M
nm0590122	Mike Mills	1967-10-03	Berkeley, California, USA	Soundtrack/Director/Writer	 Soundtrack:23 Director:13 Writer:5 Producer:2 Thanks:3 Self:12	M
nm0792263	Taylor Sheridan	1967-10-03	NA	Actor/Writer/Director	 Actor:23 Writer:7 Director:4 Thanks:3 Self:10	M
nm0487166	Yorgos Lanthimos	1967-10-03	Athens, Greece	Director/Writer/Producer	 Director:11 Writer:7 Producer:6 Self:12	M
nm3328207	Efthymis Filippou	1967-10-03	NA	Writer/Actor/Producer	 Writer:8 Thanks:2 Self:2	M
nm4144120	Tarell Alvin McCraney	1967-10-03	NA	Writer/Producer/Actor	 Writer:4 Producer:2 Self:6	M
nm2104063	Eric Heisserer	1967-10-03	USA	Writer/Producer/Director	 Writer:12 Producer:4 Director:2 Self:7	M
nm0933025	August Wilson	1945-04-27	Pittsburgh, Pennsylvania, USA	Writer/Actor/Producer	 Writer:3 Self:8 Archive footage:2	M
nm2284377	Allison Schroeder	1945-04-27	NA	Miscellaneous Crew/Writer/Producer	 Miscellaneous Crew:6 Writer:11 Producer:2 Actress:2 Self:3	F
nm1729294	Luke Davies	1945-04-27	NA	Writer/Producer/Actor	 Writer:9 Actor:2 Self:5	M
nm0761874	Linus Sandgren	1972-12-05	Spånga, Sweden	Cinematographer/Camera and Electrical Department/Art Department	 Cinematographer:27 Camera and Electrical Department:6 Art department:2 Self:4	M
nm2284226	Bradford Young	1977-07-06	Louisville, Kentucky, USA	Cinematographer/Director/Camera and Electrical Department	 Cinematographer:68 Director:3 Camera and Electrical Department:2 Thanks:4 Self:2	NA
nm0292132	Greig Fraser	1975-10-03	Melbourne, Australia	Cinematographer/Camera and Electrical Department	 Cinematographer:41 Camera and Electrical Department:6 Self:3	M
nm0493439	James Laxton	1975-10-03	NA	Cinematographer/Camera and Electrical Department	 Cinematographer:44 Camera and Electrical Department:17	M
nm1075638	Jake Roberts	1977-06-26	London, England, UK	Editor/Music Department	 Editor:28	M
